"LOAD_ENABLED_ASSETS","Engedélyezett assetek betöltése",""
"LOAD_ENABLED_IN_CM","Töltse be a Tartalomkezelőben engedélyezett eszközöket",""
"LOAD_USED_ASSETS","Használt assetek betöltése",""
"LOAD_USED_IN_YOUR_CITY","Töltsd be a városodban használt asseteket",""
"SHARE_TEXTURES","Oszd meg a textúrákat",""
"REPLACE_DUPLICATES","Cserélje ki a pontos másolatokat hivatkozásokkal",""
"SHARE_MATERIALS","Ossza meg az anyagokat",""
"SHARE_MESHES","Ossza meg a hálópontokat",""
"OPTIMIZE_THUMBNAILS","Miniatűrök optimalizálása",""
"OPTIMIZE_TEXTURES","Optimalizálja az asset kiskép- és asset leírás-textúráját",""
"REPORTING","Jelentés",""
"SAVE_REPORTS_IN_DIRECTORY","A jelentések mentése ebbe a könyvtárba:",""
"OPEN_DIRECTORY","Könyvtár megnyitása",""
"SAVE_REPORTS_OF_ASSETS","Jelentések mentése a hiányzó, meghibásodott és használt assetekről",""
"CHECK_FOR_ERRORS","Ellenőrizze az asseteket, hogy vannak-e hibák",""
"DO_NOT_REPORT","Jelentések letiltása",""
"DO_NOT_REPORT_THESE","Ne jelentse ezeket az egyéni elemeket hiányzóként vagy ismétlődőként:",""
"DO_NOT_REPORT_THESE_TOOLTIP","Ha ezt választja, a felsorolt ​​egyéni assetek nem fognak szerepelni a hiányzó vagy ismétlődési jelentésekben.",""
"OPEN_FILE","Nyissa meg a szöveges fájlt",""
"CLICK_TO_OPEN","Kattintás a megnyitáshoz",""
"PREFAB_SKIPPING","A szoftverelemek kihagyása",""
"PREFAB_MEANS","A szoftverelemek a játék DLC tartalmait jelentik",""
"SKIP_THESE","Az ebben a fájlban megnevezett előregyártott elemek kihagyása:",""
"RESET_FILE_LOCATION","Állítsa vissza a fájl helyét",""
"SAFE_MODE","A következő mentés betöltése csökkentett módban",""
"AUTOMATICALLY_DISABLED","Ezek a beállítások automatikusan letiltásra kerülnek, amikor kilépsz a játékból",""
"REMOVE_VEHICLE_AGENTS","Távolítson el minden járművet",""
"REMOVE_CITIZEN_AGENTS","Távolítsa el az összes polgárt",""
"TRY_TO_RECOVER","Próbálja meg helyreállítani a szimulációs hibákat",""
"RECOVER_NETS","Próbálja meg helyreállítani a hiányzó utakat, pályákat",""
"NAME","Megnevezés",""
"TYPE","Típus",""
"STATUS","Státusz",""
"WORKSHOP_ID","Műhely azonosító",""
"DATE","Dátum",""
"SIZE","Méret",""
"USES_COUNT","A „felhasználások” száma",""
"USED_BY_COUNT","„Használatok” száma",""
"TYPE_AND_STATUS","Típus és állapot",""
"TYPE_AND_SIZE","Típus és méret",""
"TYPE_AND_USED_BY_COUNT","Típus és a „Használat” száma",""
"STATUS_AND_USED_BY_COUNT","Állapot és a használat száma",""
"USED_BY_COUNT_AND_SIZE","Használati szám és méret",""
"USED_IN_CITY","A városban használt elemek",""
"USED_IN_CITY_AND_SIZE","Városban használt és méret szerinti",""
"WORKSHOP_ITEM","Műhely elem",""
"USED_BY","Felhasználás",""
"ORDER_BY","Rendezés",""
"FIND_ASSETS","Keressen asseteket",""
"TRIANGLES","háromszög",""
"VERTICES","töréspontok",""
"LONG_NAME","<hosszú név>",""
"CUSTOM_ASSETS","Egyedi assetek",""
"ENABLING_AND_DISABLING","Az assetek engedélyezése és letiltása",""
"EXTREMELY_LARGE_LOD_MESH","Rendkívül nagy LOD háló",""
"PER_SECOND","másodpercenként",""
"CHOOSE_LANGUAGE","Válassz nyelvet",""
"OPTIONS_REPORTING","Jelentés",""
"OPTIONS_GENERAL","Általános",""
"OPTIONS_IMAGE","Betöltési kép",""
"DEFAULT_BACKGROUND","Használja az alapértelmezett játékbetöltő képernyő hátterét",""
"WARN_DUPLICATES","Ismétlődő assetek megjelenítése",""
"WARN_DUPLICATES_TIP","Az ismétlődő assetnevek megjelenítése a betöltési képernyőn (az utak megduplázódása mindig látható lesz).",""
"DUPLICATE_NAMES_EXPLAIN_1","A legtöbb esetben a duplikált nevek megfelelőek; a duplikátumok használata memóriát takaríthat meg és gyorsíthatja a betöltést.",""
"DUPLICATE_NAMES_EXPLAIN_2","Egyes ismétlődések (pl. emelt utak, pályák) azonban problémákat okozhatnak.",""
"ELAPSED_TIME","Eltelt idő","Title for timer display on loading screen."
"MEM_USE","Memóriahasználat","Title for memory usage stat display on loading screen."
"GAME_RAM_USE","Játék RAM használata","Line item for memory usage stat display on loading screen."
"GAME_PAGE_USE","Virtuális memória használat","Line item for memory usage stat display on loading screen."
"GAME_EXTRA_USE","Játékhoz hozzárendelt virtuális memória","Line item for memory usage stat display on loading screen."
"SYS_RAM_USE","A rendszer RAM használata","Line item for memory usage stat display on loading screen."
"SYS_PAGE_USE","A virtuális memória használata","Line item for memory usage stat display on loading screen."
"SYS_EXTRA_USE","A rendszerhez hozzárendelt virtuális memória","Line item for memory usage stat display on loading screen."
"SIMULATION_FAILED","A szimulációt nem sikerült betölteni","Message displayed when simulation thread fails."
"WRONG_VERSION","A Loading Screen Mod Revisited nem kompatibilis ezzel a játékverzióval.","Warning displayed on startup if an incompatible game version is detected"
"SHUT_DOWN","Biztonsági intézkedésként a mod leállt és nem fog működni.","Warning displayed on startup if an incompatible game version is detected"
"IMAGE_SOURCE","Háttérkép","Group title in options panel."
"IMGUR_TOP","Véletlenszerű betöltési képernyő az imgur.com webhelyről",""
"IMGUR_TOP_TIP","Engedélyezze ezt a betöltési képernyő hátterének véletlenszerű kiválasztásához az imgur.com /r/CitiesSkylines oldalt ",""
"IMGUR_CURATED","Az imgur.com oldaláról válogatott betöltési képernyő",""
"IMGUR_CURATED_TIP","Engedélyezze ezt a betöltési képernyő hátterének véletlenszerű kiválasztásához az imgur.com /r/CitiesSkylines webhelyet ",""
"CLASSIC_IMAGE","Klasszikus betöltési kép",""
"CLASSIC_IMAGE_TIP","Engedélyezze ezt a klasszikus betöltési képek használatához a játék eredeti verziójából (más képet minden egyes térképtémához)",""
"LOCAL_IMAGE","Véletlenszerű kép a helyi könyvtáradból:",""
"LOCAL_IMAGE_TIP","Engedélyezd ezt a betöltési képernyő hátterének véletlenszerű kiválasztásához a megadott könyvtárban lévő .jpg vagy .png képfájlok közül",""
"IMAGE_SCALE","Háttérkép méretezése","Group title in options panel."
"IMAGE_FIT","A teljes kép elhelyezése a képernyőn (szélesvásznú)","Background image scaling option in options panel."
"IMAGE_CROP","Kép nagyítása a teljes képernyő kitöltéséhez (nagyítás és körbevágás)","Background image scaling option in options panel."
"IMAGE_STRETCH","Nyújtsa ki a képet, hogy illeszkedjen a képernyőhöz (a kép torzítása)","Background image scaling option in options panel."
"IMAGE_TEXT","Képernyő szövegopcióinak betöltése","Group title in options panel."
"TEXT_SIZE","Szövegméret","Loading screen text option in options panel."
"OVERLAY_ALPHA","Szövegfedő átlátszóság","Loading screen text option in options panel."
